502,Send Me No Flowers and Kelci,MacKeague Gale
503,Helen and Sandra,Waddicor Dian
504,Saving Shiloh and Siffre,Thewless Nathalie
505,"Naked Gun 2 1/2: The Smell of Fear, The and Albertina",Barrington Flint
506,Smiling Fish and Goat on Fire and Laura,Cordelle Lambert
507,009 Re: Cyborg and Casey,Callaby Leslie
508,Oh My God and Maddie,Caldaro Winfred
509,Bullitt and Bradley,Hilhouse Dorri
510,Tiresia and Eben,Kleinstub Natalee
511,Relationship Status: It's Complicated and Gerald,O'Hearn Scott
512,Mr. Mom and Bibby,Lyttle Shelbi
513,"Spiderwick Chronicles, The and Amandi",Boutell Sofie
514,"Murderous Maids (Blessures assassines, Les) and Rufus",Huyge Ronica
515,In the Cut and Gussy,Chopin Mariquilla
516,Stille nacht and Howey,Abry Shirl
517,Bronx Obama and Ros,Lots Davie
518,Santa Claus and Milton,Nabarro Grady
519,"Secret Life of Words, The and Michaeline",Gremain Dolph
520,"Same Time, Next Year and Isidro",Toy Issiah
521,My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre) and Olav,Drever Dorene
522,Marquis and Madalyn,Pyper Chrysler
523,Richard Pryor Live on the Sunset Strip and Perrine,Lots Linet
524,One Week and Cal,Cloughton Heidi
525,"Merchant of Venice, The and Rayshell",Everington Edith
526,Alexandria... Why? (Iskanderija... lih?) and Shelly,Febry Cordy
527,"Stendhal Syndrome, The (Sindrome di Stendhal, La) and Celestina",Screen Dari
528,From the Earth to the Moon and Doralynne,Constance Zollie
529,"Journey of Natty Gann, The and Obadiah",Scarse Amabel
530,Blonde Crazy and Adella,Shelmardine Hendrick
531,CJ7 (Cheung Gong 7 hou) and Jakie,Tipling Tamra
532,"Hunchback of Notre Dame, The (Notre Dame de Paris) and Risa",Vaugham Silvan
533,"Toxic Avenger Part III: The Last Temptation of Toxie, The and Calypso",Gowans Shayne
534,By the Law and Jacquetta,Doberer Joseito
535,Hearts of Darkness: A Filmmakers Apocalypse and Sella,Babar Frans
536,Crime Zone and Elva,Juszczak William
537,"Betrayed (True and the Brave, The) and Mendy",Gass Morgan
538,"Jacket, The and Larina",Alpe Whitman
539,Last Call (Hoogste tijd) and Hadrian,Scirman Herman
540,Scandal Sheet and Susanna,Danes Cynthy
541,"Pretty One, The and Sharlene",Royall Doralynne
542,Faith Like Potatoes and Jocelyne,Tumioto Muire
543,Terror in a Texas Town and Udell,Silversmidt Mikaela
544,"6th Man, The (Sixth Man, The) and Mendy",Romanini Menard
545,Highball and Mufinella,Cosford Barclay
546,Batch '81 and Jenni,Barber Ev
547,Autómata (Automata) and Hobard,Aries Billy
548,Ghost Ship and Ruggiero,Gremain Vasili
549,Hopscotch and Abran,Walcot Herman
550,Pokémon 3: The Movie and Rockie,Threader Tommy
551,Gertrud and Abran,Sponton Weylin
552,"Confessional, The (Confessionnal, Le) and Bernardina",Waud Neils
553,"Dark Corner, The and Rutherford",Stokey Hamel
554,"Rink, The and Dora",MacAskill Sloan
555,Confidential Agent and Shoshana,Burnapp Orin
556,My Old Lady and Trisha,Langhor Shelbi
557,"Matter of Taste, A (Affaire de Goût, Une) and Farley",Clayworth Leonhard
558,Loaded and Muire,Beeton William
559,Trixie and Marco,Turrill Izabel
560,Jubilation Street and Christiana,Serginson Siffre
561,Simple Simon (I rymden finns inga känslor) and Massimo,Summers Johnnie
562,The Count of Monte Cristo and William,Blowen Kane
563,"Bow, The (Hwal) and Rosco",Steenson Herman
564,Muzi v nadeji and Curran,Pyper Blakeley
565,Zorba the Greek (Alexis Zorbas) and Jacquie,Easson Nadine
566,10 Years and Paulita,Kirstein Winna
567,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) and Dell",Oade Nathalie
568,Tycoon and Tim,Jarmaine Brad
569,Two Shots Fired and Kevina,Threader Justin
570,Zombie and the Ghost Train (Zombie ja Kummitusjuna) and Bonita,Bartolomucci Lizzy
571,"Law of Desire (Ley del deseo, La) and Boniface",Lyddon Laura
572,Marley & Me and Aliza,Dalliwater Alister
573,"Last House on the Left, The and Marilyn",Langhor Blanche
574,Hippie Masala - Forever in India and Dana,Annion Keslie
575,Captain from Castile and Shepperd,Tolomei Kirstin
576,"O Brother, Where Art Thou? and Marielle",Cornehl Martynne
577,Africa: The Serengeti and Joe,Marle Evangelina
578,Kiss of the Damned and Issi,Flattman Caritta
579,"Sting II, The and Rory",Siebert Isidro
580,"Art of Travel, The and Merridie",Lowen Marcie
581,Nazarin (Nazarín) and Novelia,Braune Margarita
582,Frances and Rhiamon,Setch Eartha
583,What to Expect When You're Expecting and Marietta,Begley Salomone
584,Morning Glory and Hobard,Chaunce Felipe
585,Shirin and Carlos,Walhedd Martica
586,"Bridge, The (Die Brücke) and Dunstan",Bigadike Boniface
587,"Sheik, The and Hube",Hollyer Myer
588,Clash of the Wolves and Munroe,Few Karilynn
589,Ice Poison and Bernie,Beardsdale Natalee
590,"Lovely Bones, The and Burnaby",Krystof Shaylynn
591,"Fearless Vampire Killers, The and Norton",Issacoff Ulrikaumeko
592,Floods of Fear and Allard,Laviste Olav
593,Better Off Dead... and Juliann,Fernanando Pris
594,Pulse and August,Chatel Renaud
595,August and Pansie,Swanborough Roscoe
596,Foxfire and Marnia,Aspel Silvan
597,Innocent Lies and Evvy,Gabala Lorine
598,The Interview and Rickey,Spradbery Paulita
599,Our Town and Angel,Gilfillan Bernie
600,Scanners III: The Takeover (Scanner Force) and Hartwell,Sline Filberte
601,See Heaven and Kamillah,Suston Constance
602,Blackjack and Boniface,O'Curran Keen
603,Beauty #2 and Dierdre,Suston Artair
604,Hotel Chevalier (Part 1 of 'The Darjeeling Limited') and Quinlan,Morehall Mendy
605,Lightning in a Bottle and Reta,Giddons Sax
606,Beavis and Butt-Head Do America and Catlaina,Halfacre Ted
607,Bachelor Night and Janos,Padley Johnathan
608,"Downfall (Untergang, Der) and Blakeley",Kemetz Stephan
609,"Loss of Sexual Innocence, The and Ceciley",Tomlin Domini
610,15 and Trisha,Davie Davida
611,"Bonheur, Le and Channa",Allone Ricki
612,Wild Wild West and Karim,Timmins Georgie
613,Ambush Trail and Cristian,Litel Kermy
614,Roxanne and Teddy,Langmead Riordan
615,"Fly, The and Feliks",Rolfini Dolf
616,Rosso and Feliks,Georgiev Marco
617,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) and Elbert",Gilks Tallou
618,Sweet Smell of Success and Angelia,Koopman Colan
619,Jaws and Mavra,Jorez Dee
620,Unfinished Sky and Madlin,Kacheler Zarah
621,Wah-Wah and Der,Maytom Elva
622,Anacondas: The Hunt for the Blood Orchid and Ondrea,Dollman Sloan
623,What's Your Number? and Fionnula,Gowans Emmi
624,Fire Birds and Mabel,Aspel Blanche
625,Catch-22 and Melony,Dealey Dicky
626,Memoirs of a Geisha and Carolan,Sime Jerrold
627,Soldier and Tim,Duprey Sax
628,Mr. Saturday Night and Scott,Guidone Retha
629,My Lucky Stars (Fuk sing go jiu) and Angel,Langford Lyda
630,Four Nights with Anna (Cztery noce z Anna) and Rory,Johananov Casey
631,"Autobiography of Miss Jane Pittman, The and Adella",Boldison Breena
632,Blast of Silence and Roarke,Gilfillan Daryl
633,Lilies and Herc,Bowich Dee
634,Colorado Territory and Gareth,Swanborough Jeremie
635,Hot Fuzz and Redd,Bourcq Alli
636,Brown's Requiem and L;urette,Ruckhard Alley
637,"Salvation, The and Issi",Capelen Kerry
638,Cabaret Balkan (Bure Baruta) and Cherilyn,Hilhouse Howey
639,"Case of You, A and Cherilyn",McKinstry Lorrayne
640,This Thing With Sarah and George,Itzkovitch Dinnie
641,Where Eagles Dare and Mavra,Weond Desiri
642,PK and Constanta,Sammonds Jobyna
643,Jolson Sings Again and Monty,Renals Anders
644,We're Not Dressing and Gardiner,Renals Gifford
645,Pillow Talk and Nathan,Urrey Maurice
646,Kevin Smith: Sold Out - A Threevening with Kevin Smith and Emmalynn,Pacitti Christine
647,"Execution of P, The (Kinatay) and Jocelin",Walthall Elaine
648,Up the Sandbox and Hartwell,Kamall Susannah
649,Wasteland and Rubia,Leving Star
650,Don 2 and Pearline,Verdey Lianna
651,For All Mankind and Bendix,Skinn Emylee
652,"Straits of Love and Hate, The (Aien kyo) and Marianna",Stable Bessie
653,Winterhawk and Wadsworth,Stokey Ivie
654,"Boy Who Could Fly, The and Lyda",Lamasna Cleon
655,Fool's Gold and Melita,Dulson Lucila
656,Hollywoodland and Carleen,Buckleigh Carolan
657,He Knows You're Alone (a.k.a. Blood Wedding) and Dicky,Kenelin Fitzgerald
658,Mallrats and Katrinka,Harses Delora
659,Transformers: The Movie and Mirabelle,Boame Stanwood
660,Halloweentown and Elmira,Boulton Samara
661,Northwest and Kerry,Huck Lesley
662,"Wayward Cloud, The (Tian bian yi duo yun) and Frederique",Batchelor Antone
663,Reel Rock 7  and Nathan,Itzakovitz Sandi
664,Son of Paleface and Tamarra,Ambrosoni See
665,"Mystery of Picasso, The (Le mystère Picasso) and Kim",Sandifer Carlin
666,Brothers at War and Aurea,Killelay Udell
667,"Book Thief, The and Ivor",Halfacre Sheba
668,"Corridor, The and Abran",Bence Caesar
669,Under the Skin and Neall,Medland Avictor
670,Ordinary Sinner and Joyous,Criag Caritta
671,Apollo 13: To the Edge and Back and Nathalie,Rubbert Jamie
672,God Grew Tired of Us and Erick,Peerless Caesar
673,Mutant Chronicles and Arel,Shepard Clemmie
674,How the West Was Won and Felipe,Donati Sawyer
675,Paradise and Adolf,Coggles Hetty
676,Star Wars: Threads of Destiny and Virgie,Ringer Milo
677,Nina's Heavenly Delights and Gabe,Begley Erick
678,Salaam Namaste and Fionnula,O' Dornan Juliann
679,Ginger and Fred (Ginger e Fred) and Dael,Garbutt Odette
680,Scourge and Marcie,Kenelin Marty
681,49 Up and Stirling,Gail Thorvald
682,Cosi and Chucho,Bigadike Giorgio
683,Smiles of a Summer Night (Sommarnattens leende) and Martynne,Rodder Elena
684,Odd Thomas and Jean,Duigenan Chrisy
685,Detachment and Isa,Bunyan Zarla
686,My Childhood and Bonita,Sturror Flo
687,West of the Divide and Nicolle,Furse Kevyn
688,All Fall Down and Lyda,Rigts Aron
689,"Wild Blue Yonder, The and Jacklin",Attarge Darryl
690,Village of the Damned and Michaeline,Wield Karim
691,Executive Suite and Mavra,Baybutt Tristam
692,Hukkle and Lianna,Lukacs Lancelot
693,Piñero and Evvy,Connar Gav
694,Thirteen Days and Paulita,Worboy Durante
695,Ghost and Blakeley,Rupprecht Levi
696,Drunks and Gussy,Nias Jamie
697,Lake City and Dian,Stokey Gaynor
698,Dream Man and Curran,Gledstane Uri
699,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) and Alli,Smallbone Cynthy
700,"Firemen's Ball, The (Horí, má panenko) and Emylee",Aleksandrev Sawyer
701,"Hole, The and Carolin",Perrycost Francklyn
702,Monument Ave. and Mabel,Dondon Jany
703,Mandela: Long Walk to Freedom and Dian,Skinn Redd
704,"Unreal Dream: The Michael Morton Story, An and Christoffer",Erickson Garret
705,White Nights and Esma,Borg-Bartolo Amabel
706,"Special Day, A (Giornata particolare, Una) and Sandra",Ferentz Shoshanna
707,Ski Patrol and Madlen,Bourcq Rory
708,Zaat and Killian,Shipley Darrin
709,LennoNYC and Nicholas,Cherry Demetris
710,Body Snatchers and Lorine,Astlett Dolf
711,"Simple Plan, A and Kristos",Watkiss Rudolfo
712,Signs & Wonders and Menard,Juszczak Georgy
713,Abols Upe and Shana,Vedeneev Lyon
714,This Gun for Hire and Johannah,Gosenell Thorin
715,"Good Morning, Babylon and Wallie",Dicke Daphne
716,"Star Is Born, A and Jessika",Riping Vonny
717,Dry Season (Daratt) and Hurlee,Aldgate Sharlene
718,'Round Midnight and Dierdre,Osbourne Darius
719,"Towering Inferno, The and Marnia",McChruiter Lionel
720,Monsters vs. Aliens and Reade,Perrot Berkeley
721,"Scapegoat, The and Cybill",Toderini Kayla
722,Interior. Leather Bar. and Christy,Hollyer Ringo
723,Hair and Ivory,Tomlin Nadine
724,Auto Focus and Bathsheba,Greenrodd Galvan
725,Last Night and Fionnula,Davidwitz Sandi
726,Arbitrage and Francklyn,Fitzsymons Kean
727,"Plague Dogs, The and Jacquelynn",Girardini Donnie
728,God's Little Acre and Sawyer,Gilliam Eartha
729,Lipton Cockton in the Shadows of Sodoma and Elaine,Bruinemann Lesley
730,"Red Beret, The and Dun",Ivins Thatcher
731,42nd Street and Mabel,Hawkswell Kaile
732,James Gandolfini: Tribute to a Friend and Elbert,Kennicott Berkly
733,Home on the Range and Ignazio,Reeme Fredi
734,Officer Down and Dorene,McGlynn Kelci
735,"Pursuit of Unhappiness, The (Anleitung zum Unglücklichsein) and Martica",Urrey Lauretta
736,Black Butterflies and Massimo,Murcott Man
737,Crime and Punishment in Suburbia and Merwyn,Chopin Goldie
738,Citizen Toxie: The Toxic Avenger IV and Jocelyne,Ovington Maribel
739,"Paperboy, The and Joe",Siemon Francklyn
740,Introducing Dorothy Dandridge and Nathalie,Binden Cory
741,Outland and Jordan,Sandham Evey
742,Heavy and Domini,Ebdin Ivory
743,Come and Get It and Lamont,Wield Richmound
744,"Nutty Professor, The and Alphard",Muxworthy Zorine
745,King of Hearts and Edith,Auguste Mead
746,"Wild, The and Merrily",Crommett Jakie
747,Driving Miss Daisy and Betteann,Wightman Ervin
748,I Love You Phillip Morris and Curran,Jentzsch Neils
749,"Wrong Guys, The and Kayla",Scarse Marcie
750,"Blind Menace, The (Shiranui kengyô) and Johannah",Olesen Jewell
751,Winnebago Man and See,Feige Nicol
752,On the Waterfront and Shadow,Besant Neddy
753,"House Bunny, The and Garold",Aldgate Jerrylee
754,"Soldier's Story, A and Rochell",Drewet Conant
755,Weirdsville and Jocelin,Odgaard Tristam
756,"Civil Action, A and Der",Wrench Shayne
757,"Electric Boogaloo: The Wild, Untold Story of Cannon Films and Shepperd",Killelay Van
758,Johnny Stecchino and Conni,Castanho Sandra
759,"Cure, The and Magdalen",Packe Ruthie
760,West of Zanzibar and Darbie,Areles Lionel
761,"Letter, The and Sharlene",Juster Evonne
762,"Blue Angel, The (Blaue Engel, Der) and Lavinie",Kennicott Helenelizabeth
763,State of Grace and Mendy,MacCarter Delcine
764,The Corsican Brothers and August,L'argent Laughton
765,Caught Up and Debora,Ehrat Karon
766,Child of Rage and Doralin,Sandham Bathsheba
767,Black Venus and Cortie,Flanagan Adolf
768,"City of Violence, The (Jjakpae) and Flint",Duncklee Shermie
769,Barbarians at the Gate and Cozmo,Righy Alix
770,Let It Snow and Sonni,Giddons Wallie
771,Rent and Wye,Kingerby Bengt
772,Dead Man's Bluff and Fianna,Vasovic Debera
773,Latter Days and Francklyn,Artinstall Rodi
774,Born Free and Avram,Dunstan Dorotea
775,"Diary of Anne Frank, The and Gwennie",Cherry Gifford
776,Showtime and Darryl,Gillie Beret
777,Boys and Jocelin,Benge Trix
778,"Devil, The (Diabel) and Lewes",Caddy Austen
779,True Grit and Orin,Westmoreland Corey
780,How to Murder Your Wife and Ofelia,Tilbury Lionel
781,"Collection, The and Frederich",Kebell Ev
782,"Whole Wide World, The and Erick",Krystof Nehemiah
783,Twin Sitters and Carmella,Scroggie Rutherford
784,Welfare and Arel,Ickovic Marcela
785,8:28 am (8 Uhr 28) and Lukas,Skoyles Heidi
786,Lost Souls and Stephan,Hurdiss Samara
787,Getting to Know You and Yale,Sturror Justus
788,Enemies Closer and Roscoe,Bradbrook Wadsworth
789,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) and Sergei",O'Ruane George
790,Manhattan and Redd,Kerby Prent
791,Concrete Night (Betoniyö) and Hernando,Midgley Lizzy
792,Mr. Troop Mom and Cordy,Setch Welby
793,"Night the Lights Went Out in Georgia, The and Udell",Hallgath Lisha
794,"History Boys, The and Saidee",Kingsford Wade
795,Roberta and Lancelot,Colliber Salli
796,"Kremlin Letter, The and Obadiah",Wilprecht Jeanie
797,Tokyo Decadence (Topâzu) and L;urette,Mateiko Vincent
798,"Saban, Son of Saban and Daphne",Bengall August
799,Hector and the Search for Happiness and Ginnie,Monelli Whittaker
800,Rough Night in Jericho and Olav,Ohms Loise
801,Oppai Volleyball (Oppai barê) and Desiri,Mozzetti Berkly
802,Koi... Mil Gaya and Emylee,Rodda Sherwynd
803,My Chauffeur and Kevina,Dargie Zia
804,Abelar: Tales of an Ancient Empire (Tales of an Ancient Empire) and Bartholomeo,Leall Elwyn
805,Savannah Smiles and Miranda,Curme Liza
806,"Man Who Fell to Earth, The and Dianna",Novak Putnem
807,Around the World in 80 Days and Janos,Turpey Carver
808,"Doom Generation, The and Rutherford",McCreery Joell
809,How to Kill Your Neighbor's Dog and Leshia,Goley Flo
810,Primary Colors and Desiri,Crebo Jean
811,Interiors and Lukas,Danes Dolph
812,"Unlikely Weapon, An and Chrysler",McCaffrey Sonia
813,Leprechaun 4: In Space and Carmella,O'Hearn Walton
814,Sasori and Claybourne,Chirm Vonny
815,Charlie Chan in Egypt and Hervey,Scarse Steward
816,Pageant and Antone,Chopin Mariya
817,First Shot and Flo,Langford Diena
818,"Nazi Officer's Wife, The and Lukas",Sline Tammie
819,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) and Karia",covino Loise
820,3 Days to Kill and Alicia,Morrissey Avictor
821,Caddyshack II and Verla,Alennikov Martica
822,"Doom Generation, The and Emmi",Wharin Steffane
823,Elsa & Fred and Bordie,Langmuir Niki
824,Magic Hunter (Büvös vadász) and Marna,Trussman Joseito
825,Cold Mountain and Curran,Gosenell Winna
826,Poetical Refugee and Riordan,Kollatsch Gifford
827,Quick Change and Guillemette,Crebo Jordan
828,"Fort Apache, the Bronx and Kermy",Matzl Elinore
829,"Aerial, The (La antena) and Winfred",Rodder Dorene
830,Pippi in the South Seas (Pippi Långstrump på de sju haven) and Maddie,Molson Cory
831,Mammoth (Mammut) and Erinn,MacCallum Revkah
832,Smokin' Aces 2: Assassins' Ball and Wilone,Winckle Novelia
833,Tout ce qui brille and Rhianna,Valder Harbert
834,"Red Balloon, The (Ballon rouge, Le) and Yankee",Bushen Curran
835,Rhapsody in Blue and Alair,Nabarro Jacquetta
836,Street Fighter: The Legend of Chun-Li and Jean,Strangeways Krystle
837,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) and Anders,Edmead Betti
838,"Chance of a Lifetime, The and Manya",Genicke Van
839,"Rink, The and Clemmie",Morhall Mendy
840,Pusher and Johnnie,Olenikov Rich
841,Quill and Paddy,Rabbet Mariquilla
842,Land of the Blind and Jenni,Lamasna Christoffer
843,"Holy Innocents, The (Santos inocentes, Los) and Carolan",Aspel Francesco
844,Leather Jacket Love Story and Charity,Wagg Natassia
845,Bullhead (Rundskop) and Carlos,Palle Christy
846,Pretty Sweet and Fianna,Novakovic Allard
847,"Talent Given Us, The and Charmane",Valadez Delphine
848,Benji the Hunted and Sergei,Eakley Lavinie
849,Don't Be Afraid of the Dark and Alley,Caldaro Uri
850,The Walking Stick and Liane,Bedboro Menard
851,Antiviral and Janaya,O'Crotty Alva
852,World on a Wire (Welt am Draht) and Renaud,Bourne Drusi
853,"Hammer, The and Anders",Wightman Harbert
854,"Horse Rebellion, The (Pulakapina) and Brice",Bock Byran
855,L.A. Zombie and Joleen,Christol Marcie
856,Repentance (Monanieba) and Bertie,Starkings Nicol
857,Judas Kiss and Sandie,McKinstry Amandi
858,When a Stranger Calls and Tommy,Shelmardine George
859,August Rush and Rochell,Van de Castele Jessika
860,Gangs of Wasseypur and Clementine,Stiff Benji
861,"Stranger, The and Fleurette",Ambrosoni Sammie
862,Passionada and Charmane,Yearne Camile
863,2 + 2 (Dos más dos) and Kacie,Vannini Jarret
864,Days and Nights and Dukie,Beardsall Gareth
865,Rosetta and Heywood,Orkney Sherwynd
866,L.I.E. and Zarah,Sheed Joyous
867,Heading South (Vers le sud) and Pamela,Perrot Ignazio
868,"Window, The and Andre",Tulk Rochell
869,"Barber of Siberia, The (Sibirskij tsiryulnik) and Berkeley",Kemetz Elena
870,Love Stinks and Billy,Badland Maible
871,"Evening Star, The and Toiboid",O'Crevan Der
872,I Melt with You and Giffard,Gullifant Lambert
873,August and Floria,Vivers Britt
874,Somm and Catlaina,Auguste Mead
875,Without a Paddle and Dianna,Girardini Beret
876,The Rise and Susannah,Derl Kelci
877,"Lonely Guy, The and Kassie",Chopping Sonia
878,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) and Clemmie,Gabala Bria
879,Soul Assassin and Retha,Corps Francklyn
880,"Oh, Woe Is Me (Hélas pour moi) and Wit",Dowty Nathalie
881,Trouble in Mind and Remus,Langmuir Christie
882,The Magnificent Gladiator and Udell,Berndtsson Keene
883,Blue Velvet and Bobbie,Thome Maynord
884,Trapped in the Closet: Chapters 1-12 and Florina,Whitehead Antone
885,Marley and Lora,Sanford Garvey
886,Quicksilver and Harbert,Wesgate Carrissa
887,"Abyss, The and Florella",Boutell Conant
888,Confessions from a Holiday Camp and Ewell,Charlick Patrice
889,Amber Lake  and Wilhelmine,Swyer Ody
890,Captive Heart: The James Mink Story and Jacklin,Clayworth Regan
891,Pistol Opera (Pisutoru opera) and Ricki,Ilbert Abdel
892,Geri's Game and Liv,Cheney Janos
893,Light of Day and Zorine,Skinn Sonni
894,Texas Rangers and Maxie,Rigts Lambert
895,Hammer of the Gods and Bibby,Chopin Ody
896,True Love and Lindsey,Kamall Evey
897,The Third Reich: The Rise & Fall and Ted,Myhan Micky
898,Love Exposure (Ai No Mukidashi) and Ringo,Manoelli Christine
899,"Delphine 1, Yvan 0 and Broddie",Dumingo Paddy
900,Young Einstein and Rhiamon,Fairbairn Anson
901,Mitt and Thorin,Hilhouse Morgan
902,In My Skin (Dans ma Peau) and Steffane,Mateiko Marjie
903,8MM 2 and Val,Beahan Trista
904,Carnosaur and Star,Walhedd Salli
905,"Incruste, L' (a.k.a. L'Incruste, fallait pas le laisser entrer!) and Isidro",O'Curran Obadiah
906,As Tears Go By (Wong gok ka moon) and Mireille,Manoelli Darryl
907,Four Stories of St. Julian  and Dael,Kimbling Tamra
908,"Gunfight at Dodge City, The and Ulrikaumeko",Lynthal Tomasine
909,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) and Sax",Dumbellow Connor
910,You Only Live Twice and Galvan,Ringer Flint
911,They All Laughed and Miranda,Soldner Laure
912,Fantasma and Lianna,Manilow Lindsey
913,American Dream and Odette,Helks Stephan
914,Leave The World Behind and Ewell,Francie William
915,"Godzilla, Mothra, and King Ghidorah: Giant Monsters All-Out Attack (Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki) (Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack) and Sheba",Abry Jocelyne
916,A Run for Your Money and Tonye,Langmead Joseito
917,"Center of the World, The and Dwight",O'Cannavan Christy
918,Ice Age and Gerek,Lomb Lianna
919,Amazing Journey: The Story of The Who and Domini,Spon Ignazio
920,Arena and Leisha,Cockin Bancroft
921,Dead Man's Walk and Colin,Sandham Ray
922,"Way of War, The and Lyndsay",Lyttle Jamie
923,Scorching Winds (Garm Hava) (Garam Hawa) and Bibby,Trussman Elbert
924,My Week with Marilyn and Yardley,D'Ambrogi Isidro
925,Neverwas and Verla,Hughman Sawyer
926,King of Thorn (King of Thorns) (Ibara no O) and Maible,Rodder Niki
927,"Thousand Words, A and Hobard",Rapaport Udell
928,Raincoat and Joleen,Furse Broderick
929,Immortal Sergeant and Darius,Johananov Betteann
930,Paternity and Bessie,Edridge Joshuah
931,Petulia and Deeanne,Packe Livvy
932,Husk and Dierdre,Bock Daryl
933,"High Tech, Low Life and Paddy",Rodda Marve
934,Teddy Bear (10 timer til Paradis) and Stanly,Trussman Whitman
935,"Assassination of Richard Nixon, The and Gav",Matzkaitis Florella
936,She Gods of Shark Reef and Paolo,Mottini Cristi
937,Il Mare (Siworae) and Joshuah,Wreak Forster
938,When Jews Were Funny and Bertie,Eakley Mufinella
939,"Fighting Sullivans, The (Sullivans, The) and Debbie",Readwing Corny
940,"Proud and the Beautiful, The (Orgueilleux, Les) (Proud Ones, The) and Karilynn",Balasini Carleen
941,"Slaughter Rule, The and Massimo",D'Aulby Trevar
942,Watership Down and Wilone,Morton Marlena
943,"Great Gatsby, The and Arlin",Morehall Ainslie
944,Fellini: I'm a Born Liar (Fellini: Je Suis um Grand Menteur) and Maurine,Coonan Jocelyne
945,"Lord of the Rings: The Return of the King, The and Merrily",Blodg Bancroft
946,Journey to the Center of the Earth and Kristine,Doberer Roley
947,G.I. Joe: The Movie and Kirstin,Farrens Brice
948,Cold Prey (Fritt Vilt) and Jacklin,Venus Dorene
949,I Know Where I'm Going! and Kinna,Wharin Christie
950,I'm Starting From Three (Ricomincio da Tre) and Itch,Smiths Gerek
951,Constantine and Nathan,Thewless Emory
952,Lonelyhearts and Jeremie,McDool Sandi
953,"Public Eye, The and Toiboid",Liddicoat Conni
954,"Henry: Portrait of a Serial Killer, Part 2 and Kevan",Halfacre Karia
955,Broken Lullaby (a.k.a. The Man I Killed) and Vitia,Baudry Dinnie
956,"Verlorene, Der (Lost One, The) and Megan",Tumioto Nadine
957,Zombies on Broadway and Ibrahim,Duncklee Renaldo
958,Ninja III: The Domination and Kathrine,Valadez Andonis
959,Origin: Spirits of the Past (Gin-iro no kami no Agito) and Tyne,MacFarlan Lionel
960,Pacific Rim and Julianne,Dumbellow Florina
961,"Woman In Berlin, A (Anonyma - Eine Frau in Berlin) and Hilliary",Auchterlony Rance
962,First Shot and Christiana,Lansbury Issiah
963,Tyler Perry's A Madea Christmas and Edithe,Ilbert Jarret
964,"Lion King II: Simba's Pride, The and Feliks",Galbreath Claudianus
965,Never Give a Sucker an Even Break and Niki,Donati Lorine
966,Novocaine and Jobyna,Farrens Nicolle
967,Still Walking (Aruitemo aruitemo) and Bernie,Crommett Blondie
968,Suite Française and Vanya,Cavill Trisha
969,"Seducing Doctor Lewis (Grande séduction, La) and Nedi",Matzeitis Donnamarie
970,"Cercle Rouge, Le (Red Circle, The) and Delcine",Cowterd Leonhard
971,Sword of Gideon and Carine,Duddan Garvey
972,"Last Supper, The and Anton",Weinberg Sherwin
973,"Five Obstructions, The (Fem benspænd, De) and Niven",Matheson Darryl
974,Once Around and Fleur,Barber Pamela
975,"Era of Vampires, The and Allard",Giorgiutti Val
976,Hollywood Sex Wars and Cherilyn,Keele Jacklin
977,Stay as You Are and Ettore,Cheney Magdalen
978,Illuminata and Vonny,Proffitt Harbert
979,Reservation Road and Rickard,MacFarlan Loise
980,Transcendence and Florella,Ouldcott Herc
981,Vampire in Brooklyn and Rutherford,Symers Marilyn
982,Offspring  and Kai,Fer Gussy
983,Stan Helsing and Maribel,Collin Sloan
984,Spanglish and Felice,Hamblin Madlen
985,Stromboli and Liza,Spurnier Benji
986,"Very Social Secretary, A and Kathy",Alennikov Roscoe
987,"Passionate Friends, The (a.k.a. One Woman's Story) and Ibbie",Bessom Sherline
988,Million Dollar Mermaid and Querida,Berriman Vail
989,Mission: Impossible - Ghost Protocol and Novelia,Dumbreck Sonni
990,"Black Power Mixtape 1967-1975, The and Wiatt",Rapin Alley
991,Karate-Robo Zaborgar (Denjin Zabôgâ) and Kingston,Sammonds Domini
992,"Good Morning, Night (Buongiorno, notte) and Bernie",Gosden Madalyn
993,We Were Soldiers and Caresse,MacVanamy Troy
994,"Cry of the Owl, The and Gareth",Quigg Berkeley
995,"Howling, The and Ingeborg",Crebott Jocelyne
996,Van Diemen's Land and Dael,Maso Salli
997,"Boy Who Could Fly, The and Anjela",Harrhy Olly
998,Cockpit and Maurine,Egan Erick
999,"Promise, The (Versprechen, Das) and Bethany",Klassman Eartha
1000,Virtuality and Darius,Barrington Alli
